SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-26-2023,Condo/Co-op,16 Remington,Irvine,CA,92620,721000,2,2,NW - Northwood,987,,1986,,730,310,Sold,,,https://www.redfin.com/CA/Irvine/16-Remington-92620/home/5317815,CRMLS,PW23069631,N,Y,33.6992108,-117.7702302
PAST SALE,July-6-2023,Condo/Co-op,2937 Ryder Pl,Tustin,CA,92782,1102000,3,3,89 - Tustin Ranch,1351,,1998,,816,225,Sold,,,https://www.redfin.com/CA/Tustin/2937-Ryder-Pl-92782/home/180893949,CRMLS,SB23081625,N,Y,33.7379526,-117.7791756
PAST SALE,July-6-2023,Single Family Residential,15 Star Thistle,Irvine,CA,92604,1310000,4,2.5,EC - El Camino Real,1870,4100,1975,,701,94,Sold,,,https://www.redfin.com/CA/Irvine/15-Star-Thistle-92604/home/4682653,CRMLS,AR23098345,N,Y,33.69439,-117.7897569
PAST SALE,May-22-2023,Condo/Co-op,180 Fixie,Irvine,CA,92618,1170000,3,3.5,GP - Great Park,1939,,2017,,603,432,Sold,,,https://www.redfin.com/CA/Irvine/180-Fixie-92618/home/167401388,CRMLS,AR23071348,N,Y,33.690289,-117.733862
PAST SALE,June-30-2023,Single Family Residential,4191 Glenwood St,Irvine,CA,92604,1610000,4,3,EC - El Camino Real,2431,5500,1971,,662,77,Sold,,,https://www.redfin.com/CA/Irvine/4191-Glenwood-St-92604/home/4667799,CRMLS,OC23085159,N,Y,33.7016091,-117.7863759
PAST SALE,July-11-2023,Single Family Residential,19 Vetrina,Irvine,CA,92606,1950000,5,3.5,WP - Westpark,2818,5148,1996,,692,69,Sold,,,https://www.redfin.com/CA/Irvine/19-Vetrina-92606/home/4629671,CRMLS,OC23093807,N,Y,33.6935593,-117.8066512
PAST SALE,July-27-2023,Single Family Residential,17 Roseville,Irvine,CA,92602,1500000,4,2.5,NK - Northpark,2123,2640,2000,,707,488,Sold,,,https://www.redfin.com/CA/Irvine/17-Roseville-92602/home/5771123,CRMLS,PW23105809,N,Y,33.7335735,-117.7709862
PAST SALE,June-9-2023,Single Family Residential,3 Cloudcrest,Irvine,CA,92604,1860445,4,3,WB - Woodbridge,2317,5355,1978,,803,115,Sold,,,https://www.redfin.com/CA/Irvine/3-Cloudcrest-92604/home/4690642,CRMLS,OC23088751,N,Y,33.6806271,-117.7890265
PAST SALE,July-27-2023,Condo/Co-op,4110 Apricot Dr #4110,Irvine,CA,92618,665000,2,2,OT - Orangetree,1108,,1979,,600,541,Sold,,,https://www.redfin.com/CA/Irvine/4110-Apricot-Dr-92618/unit-4110/home/5259808,CRMLS,OC23094766,N,Y,33.6701072,-117.7756754
PAST SALE,July-12-2023,Single Family Residential,106 Tangerine,Irvine,CA,92618,925000,2,2,OT - Orangetree,964,2739,1976,,960,192,Sold,,,https://www.redfin.com/CA/Irvine/106-Tangerine-92618/home/4746057,CRMLS,OC23097356,N,Y,33.6738705,-117.7716611
PAST SALE,July-1-2023,Condo/Co-op,2243 Martin #304,Irvine,CA,92612,760000,2,2,AA - Airport Area,1204,,1990,,631,505,Sold,,,https://www.redfin.com/CA/Irvine/2243-Martin-92612/unit-304/home/5554778,CRMLS,PW23103635,N,Y,33.6728182,-117.8592347
PAST SALE,June-16-2023,Single Family Residential,14 Windflower,Irvine,CA,92603,1875000,3,2,TR - Turtle Rock,1898,5035,1979,,988,110,Sold,,,https://www.redfin.com/CA/Irvine/14-Windflower-92603/home/4743695,CRMLS,OC23079895,N,Y,33.6364597,-117.8055663
PAST SALE,May-26-2023,Condo/Co-op,205 Bowery,Irvine,CA,92612,1050000,3,2.5,AA - Airport Area,1760,10000,2019,,597,494,Sold,,,https://www.redfin.com/CA/Irvine/205-Bowery-92612/home/169482387,CRMLS,OC23077127,N,Y,33.6771598,-117.8466656
PAST SALE,May-19-2023,Condo/Co-op,8043 Scholarship,Irvine,CA,92612,1180000,2,2.5,Airport Area,1463,,2007,,807,1413,Sold,,,https://www.redfin.com/CA/Irvine/8043-Scholarship-92612/home/12252740,TheMLS,23-259153,N,Y,33.6656387,-117.8528251
PAST SALE,August-2-2023,Condo/Co-op,61 Emerald Clover,Irvine,CA,92620,1230000,3,3,Woodbury East,1611,,2014,,764,350,Sold,,,https://www.redfin.com/CA/Irvine/61-Emerald-Clover-92620/home/112719230,TheMLS,23-277833,N,Y,33.6841134,-117.7608562
PAST SALE,June-15-2023,Townhouse,24 Moonlight #16,Irvine,CA,92603,845000,2,2,TR - Turtle Rock,1042,,1983,,811,444,Sold,,,https://www.redfin.com/CA/Irvine/24-Moonlight-92603/unit-16/home/5285019,CRMLS,OC23091426,N,Y,33.6330871,-117.8019433
PAST SALE,July-14-2023,Single Family Residential,3662 Provincetown Ave,Irvine,CA,92606,1269997,3,2,WN - Walnut (Irvine),1583,6050,1970,,802,62,Sold,,,https://www.redfin.com/CA/Irvine/3662-Provincetown-Ave-92606/home/4664237,CRMLS,RS23100992,N,Y,33.7086945,-117.7913681
PAST SALE,May-30-2023,Single Family Residential,56 Ray,Irvine,CA,92618,3175000,4,5,GP - Great Park,4238,5040,2018,,749,389,Sold,,,https://www.redfin.com/CA/Irvine/56-Ray-92618/home/147370243,CRMLS,OC23065307,N,Y,33.6760554,-117.7113812
PAST SALE,June-14-2023,Single Family Residential,5 Butternut Ln,Irvine,CA,92612,1800000,4,2.5,UP - University Park,2592,4500,1974,,694,158,Sold,,,https://www.redfin.com/CA/Irvine/5-Butternut-Ln-92612/home/4708083,CRMLS,OC23090950,N,Y,33.6588746,-117.8100727
PAST SALE,June-8-2023,Single Family Residential,17272 candleberry,Irvine,CA,92612,986000,2,2,UP - University Park,1184,2913,1974,,833,274,Sold,,,https://www.redfin.com/CA/Irvine/17272-Candleberry-92612/home/185215827,CRMLS,OC23069238,N,Y,33.6631318,-117.8028973
PAST SALE,August-8-2023,Condo/Co-op,25 Palos #62,Irvine,CA,92612,957500,2,2.5,SJ - Rancho San Joaquin,1531,,1975,,625,555,Sold,,,https://www.redfin.com/CA/Irvine/25-Palos-92612/unit-62/home/5441670,CRMLS,SB23135570,N,Y,33.659628,-117.8352238
PAST SALE,June-28-2023,Condo/Co-op,20 Marigold #15,Irvine,CA,92614,1056000,3,2.5,WB - Woodbridge,1578,,1983,,669,503,Sold,,,https://www.redfin.com/CA/Irvine/20-Marigold-92614/unit-15/home/5641206,CRMLS,OC23083008,N,Y,33.6686667,-117.8138098
PAST SALE,July-17-2023,Single Family Residential,11 Buchanan,Irvine,CA,92620,1500000,3,2.5,NW - Northwood,2042,4750,1985,,735,120,Sold,,,https://www.redfin.com/CA/Irvine/11-Buchanan-92620/home/4783328,CRMLS,OC23106549,N,Y,33.7072748,-117.7759792
PAST SALE,July-24-2023,Condo/Co-op,1306 Nolita,Irvine,CA,92612,800000,2,2,AA - Airport Area,1088,,2018,,735,485,Sold,,,https://www.redfin.com/CA/Irvine/1306-Nolita-92612/home/169482144,CRMLS,OC23117738,N,Y,33.6771458,-117.8475599
PAST SALE,July-28-2023,Condo/Co-op,3141 Michelson Dr #605,Irvine,CA,92612,890000,2,2,AA - Airport Area,1249,,2006,,713,1175,Sold,,,https://www.redfin.com/CA/Irvine/3141-Michelson-Dr-92612/unit-605/home/7216881,CRMLS,LG23112792,N,Y,33.6740315,-117.8431399
PAST SALE,June-28-2023,Single Family Residential,37 Crimson Rose,Irvine,CA,92603,3050000,3,3.5,TRG - Turtle Ridge,2850,6011,2004,,1070,575,Sold,,,https://www.redfin.com/CA/Irvine/37-Crimson-Rose-92603/home/5901198,CRMLS,PW23084369,N,Y,33.627897,-117.8224297
PAST SALE,May-15-2023,Condo/Co-op,102 Draw,Irvine,CA,92618,1750000,4,3,GP - Great Park,2800,3000,2022,,625,225,Sold,,,https://www.redfin.com/CA/Irvine/102-Draw-92618/home/182250622,CRMLS,OC23050697,N,Y,33.6716444,-117.7181005
PAST SALE,July-12-2023,Single Family Residential,242 Desert Bloom,Irvine,CA,92618,2055000,4,3,PS - Portola Springs,2817,3703,2013,,729,224,Sold,,,https://www.redfin.com/CA/Irvine/242-Desert-Bloom-92618/home/51684564,CRMLS,OC23099331,N,Y,33.698907,-117.7123893
PAST SALE,July-7-2023,Condo/Co-op,178 Parkwood,Irvine,CA,92620,1200000,3,2,EASTW - Eastwood,1532,1542,2018,,783,330,Sold,,,https://www.redfin.com/CA/Irvine/178-Parkwood-92620/home/169484407,CRMLS,OC23096008,N,Y,33.7166945,-117.74543
PAST SALE,July-28-2023,Single Family Residential,95 Swift,Irvine,CA,92618,2220000,3,3.5,GP - Great Park,2934,4800,2018,,757,329,Sold,,,https://www.redfin.com/CA/Irvine/95-Swift-92618/home/167401216,CRMLS,WS23103121,N,Y,33.6832987,-117.7142446
PAST SALE,July-12-2023,Condo/Co-op,147 Stage,Irvine,CA,92618,1201000,3,2.5,GP - Great Park,2062,1,2019,,582,235,Sold,,,https://www.redfin.com/CA/Irvine/147-Stage-92618/home/185381423,CRMLS,OC23080168,N,Y,33.6840749,-117.7187937
PAST SALE,July-17-2023,Single Family Residential,60 English Saddle,Irvine,CA,92602,2220000,4,4.5,OH - Orchard Hills,2766,3575,2019,,803,289,Sold,,,https://www.redfin.com/CA/Irvine/60-English-Saddle-92602/home/112726603,CRMLS,OC23089103,N,Y,33.7532632,-117.7609535
PAST SALE,July-26-2023,Single Family Residential,136 Coyote Brush,Irvine,CA,92618,2008888,4,3,PS - Portola Springs,2817,3790,2013,,713,224,Sold,,,https://www.redfin.com/CA/Irvine/136-Coyote-Brush-92618/home/51684562,CRMLS,RS23114509,N,Y,33.6994363,-117.711702
PAST SALE,June-1-2023,Single Family Residential,19 Muir,Irvine,CA,92620,1165000,2,2,NW - Northwood,1475,4500,1977,,790,,Sold,,,https://www.redfin.com/CA/Irvine/19-Muir-92620/home/4780159,CRMLS,DW23069172,N,Y,33.7042401,-117.7694366
PAST SALE,July-31-2023,Townhouse,5151 Walnut Ave #38,Irvine,CA,92618,737500,2,2.5,EC - El Camino Real,1148,2500,1982,,642,445,Sold,,,https://www.redfin.com/CA/Irvine/5151-Walnut-Ave-92618/unit-38/home/185453698,CRMLS,OC23086657,N,Y,33.6937886,-117.7719845
PAST SALE,June-2-2023,Single Family Residential,9 Altura,Irvine,CA,92614,1585500,3,2.5,WP - Westpark,2044,3300,1987,,776,47,Sold,,,https://www.redfin.com/CA/Irvine/9-Altura-92614/home/4661023,CRMLS,OC23075204,N,Y,33.6782107,-117.8272276
PAST SALE,May-16-2023,Single Family Residential,64 Mann St,Irvine,CA,92612,1300000,2,2,UP - University Park,1665,5000,1967,,781,150,Sold,,,https://www.redfin.com/CA/Irvine/64-Mann-St-92612/home/4698057,CRMLS,OC23068047,N,Y,33.6651878,-117.8210492
PAST SALE,July-10-2023,Single Family Residential,9 Wheeler,Irvine,CA,92620,1825000,4,3,NW - Northwood,2574,5000,1986,,709,,Sold,,,https://www.redfin.com/CA/Irvine/9-Wheeler-92620/home/4783195,CRMLS,OC23109813,N,Y,33.7112203,-117.7715351
PAST SALE,June-7-2023,Townhouse,1 Redhawk,Irvine,CA,92604,800000,2,1.5,WB - Woodbridge,1110,1276,1977,,721,388,Sold,,,https://www.redfin.com/CA/Irvine/1-Redhawk-92604/home/4687986,CRMLS,OC23077447,N,Y,33.6902202,-117.7997345
PAST SALE,May-31-2023,Condo/Co-op,151 Magnet,Irvine,CA,92618,1350000,4,3,GP - Great Park,2265,2265,2017,,596,215,Sold,,,https://www.redfin.com/CA/Irvine/151-Magnet-92618/home/167401716,CRMLS,OC23062901,N,Y,33.6846428,-117.7416155
PAST SALE,July-7-2023,Townhouse,639 Springbrook N #48,Irvine,CA,92614,850000,2,2,WB - Woodbridge,1171,,1986,,726,427,Sold,,,https://www.redfin.com/CA/Irvine/639-Springbrook-N-92614/unit-48/home/5618621,CRMLS,NP23080057,N,Y,33.6690658,-117.7970892
PAST SALE,May-22-2023,Condo/Co-op,100 Coral Rose,Irvine,CA,92603,970000,2,2.5,TRG - Turtle Ridge,1280,,2003,,758,313,Sold,,,https://www.redfin.com/CA/Irvine/100-Coral-Rose-92603/home/5901568,CRMLS,OC23069259,N,Y,33.6283025,-117.831429
PAST SALE,June-12-2023,Condo/Co-op,85 Sanctuary,Irvine,CA,92620,1470000,3,2.5,WD - Woodbury,1703,2000,2005,,863,280,Sold,,,https://www.redfin.com/CA/Irvine/85-Sanctuary-92620/home/7210736,CRMLS,OC23091694,N,Y,33.6970573,-117.7539348
PAST SALE,August-9-2023,Condo/Co-op,201 Bowery,Irvine,CA,92612,1066000,3,2.5,AA - Airport Area,1736,1736,2020,,614,465,Sold,,,https://www.redfin.com/CA/Irvine/201-Bowery-92612/home/169482385,CRMLS,OC23132399,N,Y,33.6765875,-117.8466955
PAST SALE,July-7-2023,Single Family Residential,108 Perspective,Irvine,CA,92618,3178888,5,5.5,GP - Great Park,3982,6270,2019,,798,250,Sold,,,https://www.redfin.com/CA/Irvine/108-Perspective-92618/home/185761964,CRMLS,WS23103976,N,Y,33.6878045,-117.7252646
PAST SALE,August-1-2023,Single Family Residential,31 Deer Trak,Irvine,CA,92618,2486500,4,4.5,PS - Portola Springs,3550,6055,2010,,700,167,Sold,,,https://www.redfin.com/CA/Irvine/31-Deer-Track-92618/home/7213289,CRMLS,PW23120170,N,Y,33.7033221,-117.7205224
PAST SALE,May-25-2023,Single Family Residential,3 Del Sonata,Irvine,CA,92614,1181500,2,2,WP - Westpark,1157,4000,1987,,1021,42,Sold,,,https://www.redfin.com/CA/Irvine/3-Del-Sonata-92614/home/4659311,CRMLS,OC23071071,N,Y,33.6788684,-117.8183954
PAST SALE,July-24-2023,Single Family Residential,120 Hyperion #22,Irvine,CA,92618,2424799,4,3.5,PS - Portola Springs,2926,4148,2023,,829,180,Sold,,,https://www.redfin.com/CA/Irvine/120-Hyperion-92618/unit-22/home/185443137,CRMLS,NP23084915,N,Y,33.684926,-117.702612
PAST SALE,June-28-2023,Condo/Co-op,109 Outwest,Irvine,CA,92618,1330000,3,3.5,PS - Portola Springs,1813,,2017,,734,392,Sold,,,https://www.redfin.com/CA/Irvine/109-Outwest-92618/home/167401158,CRMLS,OC23094789,N,Y,33.686076,-117.712624
PAST SALE,July-18-2023,Single Family Residential,7 Rhode Is,Irvine,CA,92606,2276500,5,3,WN - Walnut (Irvine),3309,5309,1998,,688,177,Sold,,,https://www.redfin.com/CA/Irvine/7-Rhode-Is-92606/home/4677970,CRMLS,OC23104931,N,Y,33.7129154,-117.7943774
PAST SALE,June-7-2023,Single Family Residential,14 Rapallo,Irvine,CA,92614,1858000,5,3,WP - Westpark,2817,5000,1987,,660,50,Sold,,,https://www.redfin.com/CA/Irvine/14-Rapallo-92614/home/4658867,CRMLS,OC23082595,N,Y,33.6769157,-117.8187121
PAST SALE,,Single Family Residential,23 Plymouth,Irvine,CA,92620,1425000,3,3,,2786,4185,1980,,511,,,,,https://www.redfin.com/CA/Irvine/23-Plymouth-92620/home/4779149,,,N,Y,33.7081568,-117.7647204
PAST SALE,May-23-2023,Condo/Co-op,38 Cedarlake #42,Irvine,CA,92614,1325000,2,2,WB - Woodbridge,1568,,1984,,845,460,Sold,,,https://www.redfin.com/CA/Irvine/38-Cedarlake-92614/unit-42/home/5645192,CRMLS,OC23076841,N,Y,33.6721859,-117.8011696
PAST SALE,May-31-2023,Condo/Co-op,66 White Sage,Irvine,CA,92618,1288000,3,2.5,PS - Portola Springs,1937,3708,2007,,665,225,Sold,,,https://www.redfin.com/CA/Irvine/66-White-Sage-92618/home/12256300,CRMLS,WS23046567,N,Y,33.6972915,-117.7183426
PAST SALE,July-28-2023,Single Family Residential,19161 Edgehill Dr,Irvine,CA,92603,3330000,4,2.5,TR - Turtle Rock,2640,16468,1972,,1261,232,Sold,,,https://www.redfin.com/CA/Irvine/19161-Edgehill-Dr-92603/home/4740818,CRMLS,OC23109638,N,Y,33.6379381,-117.818458
PAST SALE,August-1-2023,Townhouse,55 Henson,Irvine,CA,92620,1580000,4,3,EASTW - Eastwood,1907,,2018,,829,330,Sold,,,https://www.redfin.com/CA/Irvine/55-Henson-92620/home/169482407,CRMLS,OC22118122,N,Y,33.7143622,-117.7479989
PAST SALE,May-12-2023,Single Family Residential,107 Saybrook,Irvine,CA,92620,1902000,4,3,STG - Stonegate,2526,4368,2014,,753,147,Sold,,,https://www.redfin.com/CA/Irvine/107-Saybrook-92620/home/58556313,CRMLS,OC23056190,N,Y,33.7093702,-117.74564
PAST SALE,May-24-2023,Condo/Co-op,66 Oval Rd,Irvine,CA,92604,649500,2,1,EC - El Camino Real,862,,1972,,753,350,Sold,,,https://www.redfin.com/CA/Irvine/66-Oval-Rd-92604/home/185192310,CRMLS,PW23065881,N,Y,33.6932096,-117.7731523
PAST SALE,August-2-2023,Single Family Residential,14 Trovita,Irvine,CA,92620,1800000,4,2.5,NW - Northwood,2870,6098,1980,,627,230,Sold,,,https://www.redfin.com/CA/Irvine/14-Trovita-92620/home/4788076,CRMLS,OC23123703,N,Y,33.7205438,-117.7505999
PAST SALE,August-1-2023,Condo/Co-op,1133 Scholarship,Irvine,CA,92612,565000,1,1,AA - Airport Area,610,610,2007,,926,282,Sold,,,https://www.redfin.com/CA/Irvine/1133-Scholarship-92612/home/17474042,CRMLS,RS23115455,N,Y,33.6681949,-117.8515679
PAST SALE,July-20-2023,Condo/Co-op,2 Rushingwind #6,Irvine,CA,92614,1830000,2,2,WB - Woodbridge,1452,,1980,,1260,356,Sold,,,https://www.redfin.com/CA/Irvine/2-Rushingwind-92614/unit-6/home/5574744,CRMLS,OC23114723,N,Y,33.6729949,-117.8052843
PAST SALE,July-27-2023,Condo/Co-op,3131 Watermarke Pl,Irvine,CA,92612,548000,1,1,AA - Airport Area,648,648,2005,,846,456,Sold,,,https://www.redfin.com/CA/Irvine/3131-Watermarke-Pl-92612/home/5952306,CRMLS,OC23116580,N,Y,33.6660773,-117.8507622
PAST SALE,July-27-2023,Single Family Residential,5011 Paseo Dali,Irvine,CA,92603,1730000,3,2,TR - Turtle Rock,1512,3800,1973,,1144,160,Sold,,,https://www.redfin.com/CA/Irvine/5011-Paseo-Dali-92603/home/4742480,CRMLS,OC23110106,N,Y,33.6492768,-117.8201038
PAST SALE,July-6-2023,Condo/Co-op,44 Alicante Aisle #92,Irvine,CA,92614,602000,1,1,WP - Westpark,728,,1987,,827,303,Sold,,,https://www.redfin.com/CA/Irvine/44-Alicante-Aisle-92614/unit-92/home/5587680,CRMLS,PW23091739,N,Y,33.6839124,-117.8293545
PAST SALE,July-5-2023,Condo/Co-op,485 Deerfield Ave #154,Irvine,CA,92606,850000,2,2,WN - Walnut (Irvine),1134,2,1985,,750,362,Sold,,,https://www.redfin.com/CA/Irvine/485-Deerfield-Ave-92606/unit-154/home/5202058,CRMLS,OC23105796,N,Y,33.7004895,-117.7989604
PAST SALE,May-12-2023,Townhouse,12641 Trent Jones Ln,Tustin,CA,92782,800000,2,2.5,89 - Tustin Ranch,1245,1000,1999,,643,454,Sold,,,https://www.redfin.com/CA/Tustin/12641-Trent-Jones-Ln-92782/home/5430847,CRMLS,OC23052825,N,Y,33.7348635,-117.7810863
PAST SALE,June-2-2023,Condo/Co-op,152 Coralwood,Irvine,CA,92618,770000,2,1.5,STE - Stonegate East,1007,43560,2011,,765,297,Sold,,,https://www.redfin.com/CA/Irvine/152-Coralwood-92618/home/45383151,CRMLS,OC23080571,N,Y,33.701532,-117.732448
PAST SALE,July-21-2023,Condo/Co-op,107 Windham,Irvine,CA,92620,1755000,4,3,STG - Stonegate,1918,,2014,,915,147,Sold,,,https://www.redfin.com/CA/Irvine/107-Windham-92620/home/112721396,CRMLS,OC23112343,N,Y,33.7055527,-117.7338324
PAST SALE,,Condo/Co-op,181 Excursion,Irvine,CA,92618,870000,2,2,,1131,,2016,,769,,,,,https://www.redfin.com/CA/Irvine/181-Excursion-92618/home/143915186,,,N,Y,33.687122,-117.7157551
PAST SALE,June-20-2023,Condo/Co-op,47 Gray Dove,Irvine,CA,92618,1455000,3,2.5,PS - Portola Springs,2410,,2011,,604,386,Sold,,,https://www.redfin.com/CA/Irvine/47-Gray-Dove-92618/home/40102603,CRMLS,OC23084333,N,Y,33.703687,-117.7222515
PAST SALE,July-11-2023,Single Family Residential,8 Inglenook,Irvine,CA,92602,1960000,4,3,NK - Northpark,2407,4095,2005,,814,106,Sold,,,https://www.redfin.com/CA/Irvine/8-Inglenook-92602/home/7203032,CRMLS,OC23105128,N,Y,33.7195671,-117.7773082
PAST SALE,July-8-2023,Single Family Residential,70 Golden Eagle,Irvine,CA,92603,12390000,7,7.5,SH - Shady Canyon,8372,39378,2007,,1480,650,Sold,,,https://www.redfin.com/CA/Irvine/70-Golden-Eagle-92603/home/5855874,CRMLS,OC23084154,N,Y,33.6208877,-117.7931865
PAST SALE,June-27-2023,Condo/Co-op,73 Long Mdw #89,Irvine,CA,92620,755888,1,1.5,WD - Woodbury,1099,,2005,,688,407,Sold,,,https://www.redfin.com/CA/Irvine/73-Long-Mdw-92620/unit-89/home/7216823,CRMLS,AR23097646,N,Y,33.6997662,-117.752232
PAST SALE,July-14-2023,Single Family Residential,14601 Fir Ave,Irvine,CA,92606,1370000,4,2.5,WN - Walnut (Irvine),1897,5000,1970,,722,55,Sold,,,https://www.redfin.com/CA/Irvine/14601-Fir-Ave-92606/home/4669156,CRMLS,OC23080760,N,Y,33.7068437,-117.7933378
PAST SALE,July-18-2023,Condo/Co-op,591 Cultivate,Irvine,CA,92618,1415000,4,3,GP - Great Park,2288,,2018,,618,215,Sold,,,https://www.redfin.com/CA/Irvine/591-Cultivate-92618/home/169483442,CRMLS,OC23089559,N,Y,33.6835094,-117.7192509
PAST SALE,July-6-2023,Condo/Co-op,58 Rose Arch,Irvine,CA,92620,836000,2,2.5,CV - Cypress Village,1441,,2014,,580,332,Sold,,,https://www.redfin.com/CA/Irvine/58-Rose-Arch-92620/home/185522033,CRMLS,PW23090915,N,Y,33.6845981,-117.7630475
PAST SALE,June-30-2023,Single Family Residential,104 Coldwater,Irvine,CA,92602,4108276,5,5.5,OH - Orchard Hills,4384,8181,2023,,937,289,Sold,,,https://www.redfin.com/CA/Irvine/104-Coldwater-92602/home/184747931,CRMLS,OC23045742,N,Y,33.749558,-117.754145
PAST SALE,June-9-2023,Condo/Co-op,178 Terrapin,Irvine,CA,92618,1200000,3,3.5,GP - Great Park,2260,2107,2018,,531,463,Sold,,,https://www.redfin.com/CA/Irvine/178-Terrapin-92618/home/169488375,CRMLS,OC23085694,N,Y,33.6823477,-117.7376996
PAST SALE,June-6-2023,Single Family Residential,137 Albero #54,Irvine,CA,92602,2539060,4,3,OH - Orchard Hills,3032,4194,2023,,837,299,Sold,,,https://www.redfin.com/CA/Irvine/137-Albero-92602/unit-54/home/184747750,CRMLS,NP23045631,N,Y,33.751486,-117.75493
PAST SALE,July-25-2023,Single Family Residential,67 Fenway,Irvine,CA,92620,2700000,4,4.5,STG - Stonegate,3620,4500,2015,,746,147,Sold,,,https://www.redfin.com/CA/Irvine/67-Fenway-92620/home/51684703,CRMLS,OC23115625,N,Y,33.7069503,-117.7357109
PAST SALE,June-23-2023,Townhouse,31 Quartet,Irvine,CA,92618,1050000,3,2.5,WD - Woodbury,1390,,2009,,755,314,Sold,,,https://www.redfin.com/CA/Irvine/31-Quartet-92618/home/28932396,CRMLS,OC23093669,N,Y,33.6944625,-117.7395135
PAST SALE,May-15-2023,Single Family Residential,45 Diamond,Irvine,CA,92620,1748000,4,3,Irvine,2117,,2011,,826,147,Sold,,,https://www.redfin.com/CA/Irvine/45-Diamond-92620/home/45376411,SDMLS,230006200,N,Y,33.7032128,-117.7348404
PAST SALE,July-28-2023,Condo/Co-op,156 Chorus,Irvine,CA,92618,1700000,3,2.5,GP - Great Park,2268,2783,2022,,750,235,Sold,,,https://www.redfin.com/CA/Irvine/156-Chorus-92618/home/179515429,CRMLS,OC23121128,N,Y,33.6673627,-117.7194479
PAST SALE,July-13-2023,Condo/Co-op,81 Evening Sun,Irvine,CA,92620,880000,2,2.5,CV - Cypress Village,1200,,2015,,733,376,Sold,,,https://www.redfin.com/CA/Irvine/81-Evening-Sun-92620/home/112722615,CRMLS,OC23106569,N,Y,33.6814228,-117.7565567
PAST SALE,May-31-2023,Condo/Co-op,103 Sash,Irvine,CA,92618,599990,1,1,GP - Great Park,971,,2023,,618,715,Sold,,,https://www.redfin.com/CA/Irvine/103-Sash-92618/home/184611600,CRMLS,OC23035962,N,Y,33.6700681,-117.708024
PAST SALE,August-8-2023,Condo/Co-op,16 San Clemente,Irvine,CA,92602,1100000,2,2.5,NK - Northpark,1664,,2000,,661,510,Sold,,,https://www.redfin.com/CA/Irvine/16-San-Clemente-92602/home/5842154,CRMLS,PW23120231,N,Y,33.7298203,-117.7732754
PAST SALE,May-15-2023,Single Family Residential,3 Deer Spg,Irvine,CA,92604,1639000,4,3,EC - El Camino Real,2592,5400,1974,,632,94,Sold,,,https://www.redfin.com/CA/Irvine/3-Deer-Spg-92604/home/4683461,CRMLS,OC23061293,N,Y,33.6942621,-117.7936144
PAST SALE,May-25-2023,Condo/Co-op,61 Heritage #3,Irvine,CA,92604,945000,3,2.5,EC - El Camino Real,1633,,1977,,579,310,Sold,,,https://www.redfin.com/CA/Irvine/61-Heritage-92604/unit-3/home/5473514,CRMLS,OC23072858,N,Y,33.6979949,-117.7752661
PAST SALE,May-25-2023,Condo/Co-op,2208 Timberwood,Irvine,CA,92620,920000,2,2.5,NW - Northwood,1443,,1999,,638,395,Sold,,,https://www.redfin.com/CA/Irvine/2208-Timberwood-92620/home/5842617,CRMLS,OC23066493,N,Y,33.7286908,-117.7528168
PAST SALE,June-28-2023,Condo/Co-op,520 Cultivate,Irvine,CA,92618,1350000,4,3.5,GP - Great Park,2033,2000,2018,,664,235,Sold,,,https://www.redfin.com/CA/Irvine/520-Cultivate-92618/home/169483505,CRMLS,WS23088644,N,Y,33.6836677,-117.7207504
PAST SALE,July-20-2023,Single Family Residential,52 Gray Dove,Irvine,CA,92618,2400000,4,4.5,PS - Portola Springs,3376,6011,2006,,711,165,Sold,,,https://www.redfin.com/CA/Irvine/52-Gray-Dove-92618/home/7203703,CRMLS,OC23100115,N,Y,33.7032581,-117.722061
PAST SALE,June-14-2023,Townhouse,32 Rainbow Lk #12,Irvine,CA,92614,1336000,3,3,WI - West Irvine,1742,1742,1985,,767,330,Sold,,,https://www.redfin.com/CA/Irvine/32-Rainbow-Lk-92614/unit-12/home/5669259,CRMLS,P1-13709,N,Y,33.6678341,-117.8030883
PAST SALE,July-13-2023,Single Family Residential,145 Donati,Irvine,CA,92602,2205000,4,3,OH - Orchard Hills,2548,3765,2018,,865,299,Sold,,,https://www.redfin.com/CA/Irvine/145-Donati-92602/home/167379043,CRMLS,OC23096267,N,Y,33.7354468,-117.7421249
PAST SALE,July-24-2023,Single Family Residential,39 Whitford,Irvine,CA,92602,2538888,4,3,NK - Northpark,3703,7152,2002,,686,296,Sold,,,https://www.redfin.com/CA/Irvine/39-Whitford-92602/home/5858412,CRMLS,OC23086198,N,Y,33.7217338,-117.7833747
