SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-28-2022,Townhouse,362 Novel,Irvine,CA,92618,1500000,4,3.5,GP - Great Park,2742,,2019,,547,215,Sold,,,https://www.redfin.com/CA/Irvine/362-Novel-92618/home/173436847,CRMLS,OC21269116,N,Y,33.6928435,-117.7348518
PAST SALE,,Condo/Co-op,7 Verde #18,Irvine,CA,92612,700000,2,2.0,,1507,,1974,,464,,,,,https://www.redfin.com/CA/Irvine/7-Verde-92612/unit-18/home/5424848,,,N,Y,33.659275,-117.830484
PAST SALE,,Condo/Co-op,323 Stanford Ct #35,Irvine,CA,92612,760000,3,3.0,,1354,,1985,,561,,,,,https://www.redfin.com/CA/Irvine/323-Stanford-Ct-92612/unit-35/home/5679845,,,N,Y,33.6550237,-117.8440905
PAST SALE,June-3-2022,Single Family Residential,10 Mandrake Way,Irvine,CA,92612,1300000,3,2.5,UP - University Park,2304,4200,1967,,564,200,Sold,,,https://www.redfin.com/CA/Irvine/10-Mandrake-Way-92612/home/4701106,CRMLS,OC22065114,N,Y,33.6590532,-117.8259912
PAST SALE,May-9-2022,Single Family Residential,14 Del Vincente,Irvine,CA,92606,1210000,3,3.0,WP - Westpark,1337,2850,1995,,905,219,Sold,,,https://www.redfin.com/CA/Irvine/14-Del-Vincente-92606/home/4626279,CRMLS,OC22040624,N,Y,33.6895447,-117.8048335
PAST SALE,,Condo/Co-op,11 Vassar Aisle #38,Irvine,CA,92612,1020000,2,2.0,,1605,,1987,,636,,,,,https://www.redfin.com/CA/Irvine/11-Vassar-Aisle-92612/unit-38/home/5680647,,,N,Y,33.654895,-117.838644
PAST SALE,April-5-2022,Condo/Co-op,17 Windwood,Irvine,CA,92604,1300000,3,2.0,WB - Woodbridge,1490,1,1977,,872,420,Sold,,,https://www.redfin.com/CA/Irvine/17-Windwood-92604/home/185803162,CRMLS,OC22045834,N,Y,33.6867148,-117.7970935
PAST SALE,,Single Family Residential,23 Blue Heron,Irvine,CA,92603,7900000,5,5.5,,9759,28445,2004,,810,,,,,https://www.redfin.com/CA/Irvine/23-Blue-Heron-92603/home/5856099,,,N,Y,33.6299896,-117.8040779
PAST SALE,September-2-2021,Condo/Co-op,205 Placemark,Irvine,CA,92614,976788,3,3.5,AA - Airport Area,1991,2000,2020,,491,325,Sold,,,https://www.redfin.com/CA/Irvine/205-Placemark-92614/home/176306995,CRMLS,PW21195103,N,Y,33.6877983,-117.852303
PAST SALE,August-9-2021,Condo/Co-op,183 Firefly,Irvine,CA,92618,976000,4,3.0,PS - Portola Springs,2190,2190,2013,,446,210,Sold,,,https://www.redfin.com/CA/Irvine/183-Firefly-92618/home/58555805,CRMLS,OC21152164,N,Y,33.698862,-117.714314
PAST SALE,,Single Family Residential,35 Malibu,Irvine,CA,92602,2200000,5,4.0,,4126,7279,2000,,533,,,,,https://www.redfin.com/CA/Irvine/35-Malibu-92602/home/5856759,,,N,Y,33.7318608,-117.7651679
PAST SALE,September-30-2021,Single Family Residential,36 Marsala,Irvine,CA,92606,955000,3,2.5,WP - Westpark,1294,3500,1994,,738,169,Sold,,,https://www.redfin.com/CA/Irvine/36-Marsala-92606/home/4624607,CRMLS,PW21219414,N,Y,33.6909405,-117.8146023
PAST SALE,,Condo/Co-op,6 El Cajon #16,Irvine,CA,92602,1001000,3,2.5,,1601,,2002,,625,,,,,https://www.redfin.com/CA/Irvine/6-El-Cajon-92602/unit-16/home/5919588,,,N,Y,33.7349716,-117.7705905
PAST SALE,,Single Family Residential,29 Watercress,Irvine,CA,92603,5925000,5,5.5,,6033,25613,2005,,982,,,,,https://www.redfin.com/CA/Irvine/29-Watercress-92603/home/5856210,,,N,Y,33.6340609,-117.790979
PAST SALE,March-17-2022,Condo/Co-op,130 Rose Arch,Irvine,CA,92620,828000,2,2.0,CV - Cypress Village,1123,,2014,,737,332,Sold,,,https://www.redfin.com/CA/Irvine/130-Rose-Arch-92620/home/112719933,CRMLS,OC22025092,N,Y,33.6835263,-117.7618946
PAST SALE,December-13-2022,Condo/Co-op,783 Benchmark,Irvine,CA,92618,1450000,4,4.0,GP - Great Park,2312,3000,2019,,627,230,Sold,,,https://www.redfin.com/CA/Irvine/783-Benchmark-92618/home/169483685,CRMLS,OC22254687,N,Y,33.679954,-117.721004
PAST SALE,December-16-2021,Condo/Co-op,22922 Caminito Rojo #174,Laguna Hills,CA,92653,650000,3,2.0,S2 - Laguna Hills,1239,,1977,,525,340,Sold,,,https://www.redfin.com/CA/Laguna-Hills/22922-Caminito-Rojo-92653/unit-174/home/5468550,CRMLS,OC21247624,N,Y,33.6293747,-117.7373428
PAST SALE,May-20-2022,Condo/Co-op,2222 Scholarship,Irvine,CA,92612,700000,2,2.0,AA - Airport Area,1038,,2005,,674,436,Sold,,,https://www.redfin.com/CA/Irvine/2222-Scholarship-92612/home/12252496,CRMLS,OC22079005,N,Y,33.667735,-117.8510975
PAST SALE,June-6-2022,Single Family Residential,5 Foxglove Way,Irvine,CA,92612,860000,2,2.0,UP - University Park,1276,3200,1967,,674,213,Sold,,,https://www.redfin.com/CA/Irvine/5-Foxglove-Way-92612/home/4701075,CRMLS,OC22082662,N,Y,33.6597338,-117.8261743
PAST SALE,February-23-2022,Condo/Co-op,30 Cipresso,Irvine,CA,92618,1453000,4,3.0,LGA - Laguna Altura,2083,,2012,,698,280,Sold,,,https://www.redfin.com/CA/Irvine/30-Cipresso-92618/home/45383547,CRMLS,OC22012964,N,Y,33.6450611,-117.7597166
PAST SALE,,Condo/Co-op,24 Vassar Aisle #27,Irvine,CA,92612,680000,2,2.0,,1017,,1987,,669,,,,,https://www.redfin.com/CA/Irvine/24-Vassar-Aisle-92612/unit-27/home/5680588,,,N,Y,33.654448,-117.838406
PAST SALE,March-25-2022,Condo/Co-op,125 Sugar Cane,Irvine,CA,92620,1330000,3,2.5,EASTW - Eastwood,1708,100,2017,,779,303,Sold,,,https://www.redfin.com/CA/Irvine/125-Sugar-Cane-92620/home/167403788,CRMLS,OC22060261,N,Y,33.7108394,-117.7499399
PAST SALE,February-14-2022,Condo/Co-op,88 Cipresso,Irvine,CA,92618,1721000,3,2.5,LGA - Laguna Altura,2022,,2014,,851,280,Sold,,,https://www.redfin.com/CA/Irvine/88-Cipresso-92618/home/58555733,CRMLS,PW22001966,N,Y,33.6453736,-117.7577727
PAST SALE,March-1-2023,Single Family Residential,216 Piazza,Irvine,CA,92602,2208000,4,4.0,OH - Orchard Hills,2769,3705,2022,,797,299,Sold,,,https://www.redfin.com/CA/Irvine/216-Piazza-92602/home/169474822,CRMLS,TR23006900,N,Y,33.7414935,-117.7428923
PAST SALE,June-2-2022,Condo/Co-op,114 Saint James,Irvine,CA,92606,1050000,3,2.5,WN - Walnut (Irvine),1714,,2001,,613,215,Sold,,,https://www.redfin.com/CA/Irvine/114-St-James-92606/home/171393705,CRMLS,OC22083683,N,Y,33.7054115,-117.801234
PAST SALE,,Condo/Co-op,11 Longbourn Aisle,Irvine,CA,92603,1750000,3,3.5,,2547,,1990,,687,,,,,https://www.redfin.com/CA/Irvine/11-Longbourn-Aisle-92603/home/5711406,,,N,Y,33.6450504,-117.8064528
PAST SALE,February-14-2022,Condo/Co-op,2243 Martin #415,Irvine,CA,92612,640000,1,1.0,AA - Airport Area,952,,1990,,672,475,Sold,,,https://www.redfin.com/CA/Irvine/2243-Martin-92612/unit-415/home/5554915,CRMLS,OC22015308,N,Y,33.6728182,-117.8592347
PAST SALE,November-29-2021,Single Family Residential,29 Southern Wood,Irvine,CA,92603,2195000,4,2.5,TR - Turtle Rock,2546,9000,1979,,862,110,Sold,,,https://www.redfin.com/CA/Irvine/29-Southern-Wood-92603/home/4743541,CRMLS,NP21255647,N,Y,33.638094,-117.806011
PAST SALE,May-17-2022,Single Family Residential,194 Augustine,Irvine,CA,92618,1230000,4,3.5,CV - Cypress Village,1982,2600,2018,,621,250,Sold,,,https://www.redfin.com/CA/Irvine/194-Augustine-92618/home/169484551,CRMLS,OC22062553,N,Y,33.6791864,-117.7478971
PAST SALE,August-7-2023,Single Family Residential,12 Windflower,Irvine,CA,92603,2200000,4,2.5,TR - Turtle Rock,2724,5035,1979,,808,110,Sold,,,https://www.redfin.com/CA/Irvine/12-Windflower-92603/home/4743699,CRMLS,OC23141007,N,Y,33.6362796,-117.8057266
PAST SALE,,Condo/Co-op,194 W Yale Loop #8,Irvine,CA,92604,1050000,3,2.0,,1471,,1976,,714,,,,,https://www.redfin.com/CA/Irvine/194-W-Yale-Loop-92604/unit-8/home/5462860,,,N,Y,33.6846719,-117.8038763
PAST SALE,August-9-2021,Townhouse,206 Placemark,Irvine,CA,92614,695888,2,2.5,AA - Airport Area,1076,2000,2021,,647,257,Sold,,,https://www.redfin.com/CA/Irvine/206-Placemark-92614/home/176059759,CRMLS,PW21175236,N,Y,33.6877983,-117.852303
PAST SALE,March-10-2022,Single Family Residential,37 Sorenson,Irvine,CA,92602,1287000,4,2.5,WI - West Irvine,2140,4005,2000,,601,65,Sold,,,https://www.redfin.com/CA/Irvine/37-Sorenson-92602/home/5814577,CRMLS,LG22004590,N,Y,33.7329617,-117.7782445
PAST SALE,,Single Family Residential,1 Dogwood N,Irvine,CA,92612,938500,3,2.0,,1532,6050,1974,,613,,,,,https://www.redfin.com/CA/Irvine/1-Dogwood-N-92612/home/4710971,,,N,Y,33.6631969,-117.8000246
PAST SALE,May-10-2022,Townhouse,28 Park Vis #42,Irvine,CA,92604,1010000,2,2.0,WB - Woodbridge,1234,,1977,,818,445,Sold,,,https://www.redfin.com/CA/Irvine/28-Park-Vista-92604/unit-42/home/5469443,CRMLS,PW22056736,N,Y,33.6858877,-117.7969332
PAST SALE,June-27-2023,Condo/Co-op,3 Lago Norte,Irvine,CA,92612,1149900,3,2.5,SJ - Rancho San Joaquin,1819,1000,1976,,632,550,Sold,,,https://www.redfin.com/CA/Irvine/3-Lago-Norte-92612/home/185490799,CRMLS,OC23082804,N,Y,33.6593194,-117.8330695
PAST SALE,April-15-2022,Single Family Residential,15242 Cherbourg Ave,Irvine,CA,92604,1600000,5,2.5,EC - El Camino Real,2443,8429,1971,,655,,Sold,,,https://www.redfin.com/CA/Irvine/15242-Cherbourg-Ave-92604/home/4680942,CRMLS,OC22047291,N,Y,33.6867613,-117.7819782
PAST SALE,May-9-2022,Condo/Co-op,88 Vintage,Irvine,CA,92620,1273000,3,3.5,WD - Woodbury,2143,,2005,,594,320,Sold,,,https://www.redfin.com/CA/Irvine/88-Vintage-92620/home/7216785,CRMLS,WS22087385,N,Y,33.6992233,-117.7543578
PAST SALE,,Single Family Residential,8 Atwater,Irvine,CA,92602,900000,3,2.5,,2474,2640,2001,,364,,,,,https://www.redfin.com/CA/Irvine/8-Atwater-92602/home/5770849,,,N,Y,33.7331544,-117.7705126
PAST SALE,August-31-2021,Condo/Co-op,95 Lehigh Aisle #53,Irvine,CA,92612,655000,2,2.0,UT - University Town Center,1017,,1988,,644,439,Sold,,,https://www.redfin.com/CA/Irvine/95-Lehigh-Aisle-92612/unit-53/home/5680720,CRMLS,OC21193042,N,Y,33.654998,-117.837989
PAST SALE,,Condo/Co-op,33 Greenfield #34,Irvine,CA,92614,597000,2,1.0,,1022,,1984,,584,,,,,https://www.redfin.com/CA/Irvine/33-Greenfield-92614/unit-34/home/5574490,,,N,Y,33.6780444,-117.8115163
PAST SALE,April-4-2022,Townhouse,39 Waldorf,Irvine,CA,92612,1030000,2,2.5,AA - Airport Area,1988,,2014,,518,431,Sold,,,https://www.redfin.com/CA/Irvine/39-Waldorf-92612/home/58556911,CRMLS,OC22052432,N,Y,33.6755043,-117.8501664
PAST SALE,February-8-2023,Condo/Co-op,3131 Michelson Dr #1803,Irvine,CA,92612,1800000,2,2.0,AA - Airport Area,1980,,2006,,909,1200,Sold,,,https://www.redfin.com/CA/Irvine/3131-Michelson-Dr-92612/unit-1803/home/7211516,CRMLS,OC23022161,N,Y,33.673685,-117.8437351
PAST SALE,September-3-2021,Single Family Residential,6 Sycamore,Irvine,CA,92603,1565000,4,2.0,TR - Turtle Rock,2348,6107,1975,,667,110,Sold,,,https://www.redfin.com/CA/Irvine/6-Sycamore-Crk-92603/home/4742729,CRMLS,OC21234232,N,Y,33.6469555,-117.8149088
PAST SALE,March-31-2022,Condo/Co-op,2304 Crescent Oak,Irvine,CA,92618,801500,2,2.5,OC - Oak Creek,1183,,1998,,678,275,Sold,,,https://www.redfin.com/CA/Irvine/2304-Crescent-Oak-92618/home/5793115,CRMLS,PW22003642,N,Y,33.6680861,-117.7837412
PAST SALE,April-27-2022,Single Family Residential,15 Calandria,Irvine,CA,92620,1310000,3,2.5,NW - Northwood,1616,3198,1977,,811,60,Sold,,,https://www.redfin.com/CA/Irvine/15-Calandria-92620/home/4786668,CRMLS,PW22054844,N,Y,33.7216819,-117.7686153
PAST SALE,,Condo/Co-op,149 Kings Cyn,Irvine,CA,92606,389000,3,2.5,,2033,,2001,,191,,,,,https://www.redfin.com/CA/Irvine/149-Kings-Cyn-92606/home/5887517,,,N,Y,33.7061397,-117.8007663
PAST SALE,May-19-2023,Single Family Residential,49 SHADY LANE Ln,Irvine,CA,92603,4500000,5,4.5,TRG - Turtle Ridge,3843,7810,2004,,1171,575,Sold,,,https://www.redfin.com/CA/Irvine/49-Shady-Ln-92603/home/5901446,CRMLS,OC23087466,N,Y,33.6280679,-117.8260368
PAST SALE,April-29-2022,Condo/Co-op,791 Benchmark,Irvine,CA,92618,1150000,3,3.5,GP - Great Park,1749,,2018,,658,215,Sold,,,https://www.redfin.com/CA/Irvine/791-Benchmark-92618/home/169483671,CRMLS,OC22087062,N,Y,33.6796513,-117.7211982
PAST SALE,June-22-2022,Condo/Co-op,166 Borrego,Irvine,CA,92618,1160000,3,2.5,PS - Portola Springs,1810,,2013,,641,358,Sold,,,https://www.redfin.com/CA/Irvine/166-Borrego-92618/home/108902185,CRMLS,PW22101548,N,Y,33.6981218,-117.71534
PAST SALE,,Single Family Residential,95 Linhaven,Irvine,CA,92602,1200000,3,2.5,,2480,4337,1999,,484,,,,,https://www.redfin.com/CA/Irvine/95-Linhaven-92602/home/4793931,,,N,Y,33.7420285,-117.77039
PAST SALE,July-20-2023,Condo/Co-op,43 Flowerbud,Irvine,CA,92603,860000,2,2.0,QH - Quail Hill,1382,,2003,,622,338,Sold,,,https://www.redfin.com/CA/Irvine/43-Flowerbud-92603/home/5947370,CRMLS,PW23127168,N,Y,33.6501829,-117.7786201
PAST SALE,September-1-2021,Condo/Co-op,201 Placemark,Irvine,CA,92614,1107888,4,3.5,AA - Airport Area,2206,2000,2020,,502,337,Sold,,,https://www.redfin.com/CA/Irvine/201-Placemark-92614/home/176307070,CRMLS,PW21195125,N,Y,33.6875232,-117.8528121
PAST SALE,May-10-2022,Townhouse,104 Citysquare,Irvine,CA,92614,1150000,4,3.5,AA - Airport Area,2076,1000,2020,,554,301,Sold,,,https://www.redfin.com/CA/Irvine/104-Citysquare-92614/home/173436547,CRMLS,WS22023616,N,Y,33.6867337,-117.852762
PAST SALE,December-17-2021,Single Family Residential,6 Kirkland,Irvine,CA,92602,1420000,4,2.5,WI - West Irvine,2679,5493,2000,,530,175,Sold,,,https://www.redfin.com/CA/Irvine/6-Kirkland-92602/home/5768600,CRMLS,LG21248778,N,Y,33.743493,-117.7671834
PAST SALE,December-8-2022,Single Family Residential,10700 Bruns Dr,Tustin,CA,92782,1775000,5,4.0,89 - Tustin Ranch,3238,8540,1993,,548,95,Sold,,,https://www.redfin.com/CA/Tustin/10700-Bruns-Dr-92782/home/4774295,CRMLS,OC22251413,N,Y,33.7607274,-117.7635133
PAST SALE,May-24-2022,Single Family Residential,140 Donati,Irvine,CA,92602,2185000,4,4.0,OH - Orchard Hills,2800,3827,2019,,780,299,Sold,,,https://www.redfin.com/CA/Irvine/140-Donati-92602/home/167379047,CRMLS,OC22079430,N,Y,33.7350541,-117.7417703
PAST SALE,,Single Family Residential,69 Bennington,Irvine,CA,92620,1270000,3,2.0,,1465,4465,1978,,867,,,,,https://www.redfin.com/CA/Irvine/69-Bennington-92620/home/4794622,,,N,Y,33.7088277,-117.7604954
PAST SALE,December-14-2022,Single Family Residential,507 Cultivate,Irvine,CA,92618,2320000,5,4.5,GP - Great Park,3437,6151,2018,,675,235,Sold,,,https://www.redfin.com/CA/Irvine/507-Cultivate-92618/home/112725438,CRMLS,IG22241142,N,Y,33.6845656,-117.7210035
PAST SALE,March-2-2022,Townhouse,71 Acacia Tree Ln,Irvine,CA,92612,1050000,3,2.0,UP - University Park,1560,3850,1969,,673,268,Sold,,,https://www.redfin.com/CA/Irvine/71-Acacia-Tree-Ln-92612/home/4704392,CRMLS,OC22041293,N,Y,33.6623183,-117.8140461
PAST SALE,March-22-2023,Single Family Residential,103 Limone,Irvine,CA,92602,2800000,4,4.5,OH - Orchard Hills,3227,4200,2022,,868,299,Sold,,,https://www.redfin.com/CA/Irvine/103-Limone-92602/home/169474490,CRMLS,OC23046997,N,Y,33.741642,-117.737459
PAST SALE,August-10-2021,Condo/Co-op,21 Gardenpath,Irvine,CA,92603,1400000,3,2.5,TRG - Turtle Ridge,1628,,2004,,860,205,Sold,,,https://www.redfin.com/CA/Irvine/21-Gardenpath-92603/home/5978086,CRMLS,NP21129589,N,Y,33.6237318,-117.8236735
PAST SALE,June-22-2022,Single Family Residential,6 Bayporte,Irvine,CA,92614,2350000,5,3.0,WB - Woodbridge,3052,6216,1990,,770,115,Sold,,,https://www.redfin.com/CA/Irvine/6-Bayporte-92614/home/4697321,CRMLS,NP22135198,N,Y,33.6724583,-117.8007677
PAST SALE,April-8-2022,Condo/Co-op,12481 S La Coste Dr,Tustin,CA,92782,1266840,3,2.5,89 - Tustin Ranch,1740,3000,1997,,728,200,Sold,,,https://www.redfin.com/CA/Tustin/12481-S-La-Coste-Dr-92782/home/5444709,CRMLS,OC22041264,N,Y,33.736897,-117.7797926
PAST SALE,November-16-2021,Single Family Residential,5 Butler St,Irvine,CA,92612,1150000,3,2.0,UP - University Park,1834,6050,1964,,627,150,Sold,,,https://www.redfin.com/CA/Irvine/5-Butler-St-92612/home/4698883,CRMLS,PW21249607,N,Y,33.6630371,-117.824393
PAST SALE,,Single Family Residential,39 Harmony,Irvine,CA,92602,1600000,4,2.5,,2843,5703,2001,,563,,,,,https://www.redfin.com/CA/Irvine/39-Harmony-92602/home/5812298,,,N,Y,33.7339638,-117.7669544
PAST SALE,February-14-2022,Single Family Residential,150 Crossover,Irvine,CA,92618,1948888,4,5.0,GP - Great Park,3493,4600,2018,,558,215,Sold,,,https://www.redfin.com/CA/Irvine/150-Crossover-92618/home/169481917,CRMLS,OC21265452,N,Y,33.6845608,-117.7270057
PAST SALE,February-18-2022,Condo/Co-op,104 Terrapin,Irvine,CA,92618,1100000,3,3.5,GP - Great Park,2260,,2017,,487,432,Sold,,,https://www.redfin.com/CA/Irvine/104-Terrapin-92618/home/167413784,CRMLS,OC22001422,N,Y,33.6830036,-117.7373047
PAST SALE,May-16-2022,Condo/Co-op,131 Neptune,Irvine,CA,92618,880000,2,2.5,PS - Portola Springs,1798,,2016,,489,409,Sold,,,https://www.redfin.com/CA/Irvine/131-Neptune-92618/home/143910130,CRMLS,OC22089722,N,Y,33.69914,-117.732107
PAST SALE,February-17-2022,Single Family Residential,1 Red Coat Pl,Irvine,CA,92602,1375000,4,2.5,WI - West Irvine,2004,4245,1997,,686,,Sold,,,https://www.redfin.com/CA/Irvine/1-Red-Coat-Pl-92602/home/4792195,CRMLS,TR22001820,N,Y,33.738409,-117.7718524
